ADDRESS,BANK,COORD_X,COORD_Y,WITHIN500,WITHIN1000,FREGUESIA,ATM_ID,MWay_Dist,Police_Dis,PARISH,NUMBER,N_INCOME,INCOME,N_DENSITY,DENSITY,N_AGE,AGE,N_UNP_RATE,UNP_RATE,N_COM_DENS,COM_DENS,N_FREQ_ATTACK,FREQ_ATTACK,N_MANUAL_ATK,MANUAL_ATK,N_LOGIC_ATK,LOGIC_ATK,N_FRAUD_ATTACK,FRAUD_ATTACK,N_CARD_SKIMMING,CARD_SKIMMING,N_CARD_TRAPPING,CARD_TRAPPING,N_CASH_TRAPPING,CASH_TRAPPING,N_TRANS_REVER,TRANS_REVER,N_PHYS_ATTACK,PHYS_ATTACK,N_BURGLARY,BURGLARY,N_RAM_RAIDS,RAM_RAIDS,N_EXPLO_GAS,EXPLO_GAS,N_VANDALISM,VANDALISM,N_LOG_NETWORK,LOG_NETWORK,N_LOG_ISOLATED,LOG_ISOLATED,EVENT_DATE,DETEC_DATE,ACCOUNT_DATE,YEAR_ACOUNT,N_IMPLEM_TYPE,GROSS_LOSS,INDIRECT_LOSS,NET_LOSS,N_ATTACK_L0,N_ATTACK_L1,N_ATTACK_L2,PERSONA1,PERSONA2,ATTACK_DURATION,SUCCESS_ATTACK,RECOVERED,RECOV_AMOUNT,RECOV_DATE
"Avenida Das Forcas Armadas, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.15995,38.7459,500,1000,Avenidas Novas,CGD03,480.91,805.09,15,2,3,36,1,0.00,4,52,4,17,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-Jul-2011 16:30,28-Jul-2011 16:00,30-Oct-2011 12:00,2014,4,6100,0,6100,1,0101,010101,2,,10,1,0,0,
"Avenida Lusiada, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.18017,38.75002,0,0,Carnide,CGD23,676.24,851.82,11,1,6,60,1,4.04,1,30,2,7,2,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,29-Dec-2013 03:40,29-Dec-2013 04:00,30-Jan-2014 00:00,2014,4,50000,0,0,1,0102,010203,2,,0.03,1,1,50000,19-May-2014 00:00
"Campo Grande 380-B, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.15345,38.75854,0,1000,Lumiar,CGD34,539.37,1003.95,7,1,5,52,1,4.32,2,38,2,8,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04-Mar-2012 13:00,04-Mar-2012 15:00,30-Mar-2012 12:00,2014,1,4900,0,4900,1,0101,010101,2,,1,1,0,0,
"Rua D Aeroporto Lisboa, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.1296,38.76306,0,1000,Olivais,CGD60,3.13,824.81,7,0,6,58,1,0.58,3,44,1,3,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,29-Nov-2013 03:00,29-Nov-2013 03:10,29-Nov-2013 08:00,2014,4,15000,0,0,1,0102,010203,2,,0.1,0,1,15000,15-Jan-2014 00:00
"Avenida Das Forcas Armadas, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.15995,38.7459,500,1000,Avenidas Novas,CGD70,480.91,805.09,15,2,3,36,1,0.00,4,52,4,17,2,9,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Aug-2014 12:20,19-Aug-2014 12:35,31-Aug-2014 00:00,2014,1,970,0,970,1,0101,010102,2,,0.15,1,0,0,
"Rua a Do Loteamento Alto Dos Moinhos Lote 4, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.18009,38.74716,0,0,Carnide,CGD77,855.04,1093.59,11,1,4,46,2,15.37,1,29,3,10,2,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Jul-2015 12:46,19-Jul-2015 15:00,31-Jul-2015 00:00,2014,3,220,0,220,1,0101,010104,4,,0.1,1,0,0,
"Avenida Lusiada, Lisbon",CAIXA GERAL DE DEPOSITOS,-9.18017,38.75002,0,0,Carnide,CGD93,676.24,851.82,11,1,6,60,1,4.04,1,30,2,7,2,18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Aug-2012 11:00,20-Aug-2012 16:00,31-Aug-2012 00:00,2012,3,100,0,100,1,0101,010103,4,,3,1,0,0,
"Rua Virgilio Correia 3 A-C, Lisbon",BANCO COMERCIAL PORTUGUES,-9.17245,38.75116,0,0,Carnide,CP02,709.07,1378.58,11,1,5,52,4,33.16,2,34,2,9,2,18,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Feb-2014 17:05,15-Feb-2014 10:00,28-Feb-2014 00:00,2014,3,1000,0,1000,1,0101,010102,4,,0.41,1,0,0,
"R. Duarte Pacheco Pereira 30D, Lisbon",BANCO COMERCIAL PORTUGUES,-9.2182,38.69839,0,0,Belrm,CP15,779.91,1043.97,2,2,2,26,1,1.72,4,54,4,18,2,9,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08-Jan-2013 10:30,08-Jan-2013 10:45,31-Jan-2013 00:00,2013,1,750,0,750,1,0101,010102,4,,0.41,1,0,0,
"Rua Padre Francisco Alvares 1a, Lisbon",BANCO COMERCIAL PORTUGUES,-9.17461,38.74335,0,0,Campolide,CP18,754.87,1071.96,11,1,4,44,4,28.48,1,27,2,9,2,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15-Aug-2015 11:00,16-Aug-2015 09:00,30-Sep-2015 00:00,2014,4,60000,0,60000,2,0202,020202,2,,1,1,0,0,
"Rua Padre Francisco Alvares 1a, Lisbon",BANCO COMERCIAL PORTUGUES,-9.17461,38.74335,0,0,Campolide,CP23,754.87,1071.96,11,1,4,44,4,28.48,1,27,2,9,2,18,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-Oct-2013 12:00,22-Nov-2013 11:00,30-Dec-2013 11:00,2014,4,19550,600,20150,1,0101,010101,2,5,96,1,0,0,
"R. Duarte Pacheco Pereira 30D, Lisbon",BANCO COMERCIAL PORTUGUES,-9.2182,38.69839,0,0,Belrm,CP74,779.91,1043.97,2,2,2,26,1,1.72,4,54,4,18,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22-Apr-2013 18:00,22-Apr-2013 18:30,30-Apr-2013 00:00,2013,4,0,0,0,1,0101,010103,4,,0.5,0,0,0,
"Estrada De Benfica 420, Lisbon",BANCO COMERCIAL PORTUGUES,-9.18415,38.74655,0,0,Carnide,CP87,701.61,995.96,11,1,5,52,4,26.89,1,28,3,12,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-Sep-2014 12:00,10-Sep-2014 11:30,30-Sep-2014 00:00,2014,3,60,0,60,1,0101,010103,4,,1,1,0,0,
"Rua Soeiro Pereira Gomes Lote 2, Lisbon",BANCO COMERCIAL PORTUGUES,-9.15928,38.74414,500,1000,Avenidas Novas,CP93,497.08,601.36,15,2,3,34,3,19.17,4,53,3,13,2,9,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15-Sep-2010 11:30,15-Sep-2010 11:45,31-Oct-2010 00:00,2014,1,900,0,900,1,0101,010102,4,,,1,0,0,
"Avenida Jose Malhoa Lote 1792, Lisbon",BANCO INTERNACIONAL DO FUNCHAL,-9.16402,38.73728,500,1000,Avenidas Novas,IF11,620.81,641.04,23,2,3,36,1,1.10,1,25,3,12,2,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15-Jun-2014 11:00,01-Sep-2015 00:00,30-Oct-2015 00:00,2014,4,32000,0,32000,2,0202,020201,1,,0.25,1,0,0,
"Estrada De Benfica 165-A, Lisbon",MONTEPIO GERAL,-9.18781,38.747,0,1000,Carnide,MG38,595.16,903.66,11,1,4,44,4,27.13,2,33,3,13,2,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,25-Feb-2010 23:10,26-Feb-2010 07:30,31-Mar-2010 00:00,2010,1,30000,15000,0,1,0102,010202,2,,0.03,1,1,45000,30-Jun-2010 00:00
"Estrada Benfica 158, Lisbon",MONTEPIO GERAL,-9.18781,38.747,0,1000,Carnide,MG41,595.16,903.66,11,1,4,44,4,27.13,2,33,3,13,2,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,03-Jun-2012 04:00,03-Jun-2012 04:15,30-Jun-2012 00:00,2014,4,13000,0,0,1,0102,010201,4,,0.09,0,1,13000,30-Nov-2012 00:00
"Rua Professor Simoes Raposo 15, Lisbon",MONTEPIO GERAL,-9.17439,38.762,0,1000,Carnide,MG45,529.63,787.55,5,1,3,38,4,28.84,1,25,3,10,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08-Jul-2013 19:00,15-Dec-2013 10:00,31-Jul-2013 00:00,2014,3,75,0,75,1,0101,010103,4,,2,1,0,0,
"Rua Antonio Albino Machado 28-2, Lisbon",MONTEPIO GERAL,-9.16848,38.75372,0,1000,Lumiar,MG73,534.43,1040.16,7,0,6,60,4,28.17,2,38,1,2,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-Jun-2010 10:15,30-Jun-2010 13:00,30-Jul-2010 12:00,2014,1,7690,0,7690,1,0101,010101,4,,10,1,0,0,
"Rua Raul Carapinha, Lisbon",MONTEPIO GERAL,-9.17272,38.74175,0,1000,Campolide,MG91,532.58,867.19,15,1,5,50,3,24.80,4,55,3,13,2,18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-Oct-2014 16:30,10-Oct-2014 10:00,31-Oct-2014 00:00,2014,3,150,0,150,1,0101,010103,2,,3,1,0,0,
"Avenida Professor Egas Moniz, Lisbon",NOVO BANCO,-9.16161,38.75009,500,1000,Avenidas Novas,NB03,724.47,1292.06,7,1,5,50,1,0.00,3,45,2,6,2,9,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07-Dec-2012 10:45,07-Dec-2012 11:00,31-Dec-2012 00:00,2015,1,1000,0,1000,1,0101,010102,4,,0.3,1,0,0,
"Rua Professor Reinaldo Dos Santos Lote 1, Lisbon",NOVO BANCO,-9.18873,38.74751,0,1000,Carnide,NB15,550.33,853.58,11,1,4,44,3,17.01,1,30,3,13,2,18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-Jun-2011 18:15,25-Jun-2011 20:00,30-Jun-2011 00:00,2014,3,95,0,95,1,0101,010103,4,,0.5,1,0,0,
"Rua Das Pedralvas 15, Lisbon",NOVO BANCO,-9.20565,38.75406,0,1000,Benfica,NB16,476.39,1087.99,21,1,3,38,4,35.12,2,37,3,10,2,9,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-Apr-2011 12:15,25-Apr-2011 12:30,30-Apr-2011 00:00,2014,1,420,0,420,1,0101,010102,4,,0.3,1,0,0,
"Avenida Jose Malhoa 195, Lisbon",NOVO BANCO,-9.16441,38.73734,500,1000,Avenidas Novas,NB17,587.16,671.55,23,2,3,36,1,1.10,1,25,3,12,2,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,19-Oct-2012 17:00,20-Oct-2012 10:00,31-Dec-2012 00:00,2012,3,12500,800,800,1,0102,010204,3,6,0.15,1,1,12500,30-Nov-2012 00:00
"Praca Norte 6, Lisbon",NOVO BANCO,-9.11965,38.77697,0,1000,Olivais,NB22,690.27,1071.32,0,2,3,36,1,5.02,1,31,5,20,2,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-2013 21:30,18-Oct-2013 15:00,31-Oct-2013 00:00,2013,3,600,0,600,1,0101,010104,2,,0.08,1,0,0,
"Praca Norte 6, Lisbon",NOVO BANCO,-9.11965,38.77697,0,1000,Olivais,NB36,690.27,1071.32,0,2,3,36,1,5.02,1,31,5,20,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-May-2013 12:30,31-May-2013 19:30,30-Jun-2013 12:00,2013,3,13620,0,13620,1,0101,010101,2,,6,1,0,0,
"Avenida Lusiada, Lisbon",NOVO BANCO,-9.18017,38.75002,0,0,Carnide,NB40,676.24,851.82,11,1,6,60,1,4.04,1,30,2,7,2,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23-Aug-2015 22:00,24-Aug-2015 08:35,01-Sep-2015 00:00,2014,1,15000,0,15000,2,0202,020202,2,,0.4,1,0,0,
"Praca Norte 6, Lisbon",NOVO BANCO,-9.11965,38.77697,0,1000,Olivais,NB44,690.27,1071.32,0,2,3,36,1,5.02,1,31,5,20,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-Sep-2010 20:30,08-Sep-2010 15:00,30-Sep-2010 00:00,2010,3,160,0,160,1,0101,010103,4,,2,1,0,0,
"Azinhaga Galhardas 33, Lisbon",NOVO BANCO,-9.16612,38.75496,0,1000,Lumiar,NB45,602.46,860.69,7,1,5,50,3,21.30,3,45,2,6,2,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,19-Oct-2015 02:00,19-Oct-2015 02:10,30-Nov-2015 00:00,2014,1,18000,0,0,1,0102,010201,4,,0.11,0,1,18000,31-Mar-2016 00:00
"Rua Professor Reinaldo Dos Santos Lote 1, Lisbon",NOVO BANCO,-9.18873,38.74751,0,1000,Carnide,NB46,550.33,853.58,11,1,4,44,3,17.01,1,30,3,13,2,18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-Dec-2012 20:30,07-Dec-2012 17:00,31-Dec-2012 00:00,2014,4,150,0,150,1,0101,010103,4,,0.75,1,0,0,
"Rua Professor Joao Barreira 1-1a, Lisbon",NOVO BANCO,-9.17096,38.76161,0,1000,Lumiar,NB59,464.38,542.98,5,1,5,48,2,6.32,1,26,3,11,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-Apr-2010 14:00,02-Apr-2010 18:00,30-Apr-2010 12:00,2014,1,6400,0,6400,1,0101,010101,2,,4,1,0,0,
"Avenida Professor Egas Moniz, Lisbon",NOVO BANCO,-9.16161,38.75009,500,1000,Avenidas Novas,NB67,724.47,1292.06,7,1,5,50,1,0.00,3,45,2,6,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-Apr-2011 10:45,10-Apr-2011 10:00,30-Apr-2011 00:00,2011,3,100,0,100,1,0101,010103,1,,0.75,1,0,0,
"Palma De Cima, Lisbon",NOVO BANCO,-9.16603,38.74923,0,1000,Avenidas Novas,NB83,573.51,1378.47,7,0,6,68,1,0.00,2,40,1,4,2,9,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Nov-2013 09:00,19-Nov-2013 09:15,30-Nov-2013 00:00,2014,1,1000,0,1000,1,0101,010102,4,,0.16,1,0,0,
"Palma De Cima, Lisbon",NOVO BANCO,-9.16603,38.74923,0,1000,Avenidas Novas,NB92,573.51,1378.47,7,0,6,68,1,0.00,2,40,1,4,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06-Aug-2011 11:00,06-Aug-2011 11:15,31-Aug-2011 00:00,2014,3,0,0,0,1,0101,010103,4,,0.25,0,0,0,
"Avenida Lusiada, Lisbon",NOVO BANCO,-9.18017,38.75002,0,0,Carnide,NB93,676.24,851.82,11,1,6,60,1,4.04,1,30,2,7,2,18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Nov-2014 18:15,28-Nov-2014 15:40,30-Nov-2014 00:00,2014,3,50,0,50,1,0101,010103,4,,0.25,1,0,0,
"Estrada Da Luz 177 a, Lisbon",BANCO NACIONAL DE CREDITO IMOBILIARIO,-9.17678,38.75554,0,0,Carnide,NCI12,455.04,930.66,11,1,5,50,4,33.08,1,26,2,7,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-May-2011 10:00,30-May-2011 12:00,31-May-2011 00:00,2014,3,200,0,200,1,0101,010103,2,,4,1,0,0,
"Avenida Marechal Craveiro Lopes, Lisbon",BANCO NACIONAL DE CREDITO IMOBILIARIO,-9.14026,38.76319,0,0,Lumiar,NCI16,640.77,932.50,7,0,5,50,1,0.16,2,35,2,5,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22-Feb-2010 15:45,07-Mar-2010 17:00,30-Apr-2010 12:00,2010,3,5030,0,5030,1,0101,010101,2,,4,1,0,0,
"Estrada Benfica 158, Lisbon",BANCO NACIONAL DE CREDITO IMOBILIARIO,-9.18781,38.747,0,1000,Carnide,NCI31,595.16,903.66,11,1,4,44,4,27.13,2,33,3,13,2,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,01-Jan-2013 14:00,15-May-2013 00:00,30-Jun-2013 00:00,2015,5,100000,0,100000,2,0201,020101,2,,1440,1,0,0,
"Rua Amelia Rey Colaco 3, Lisbon",SOCIEDADE INTERBANCARIA,-9.20414,38.75235,0,1000,Benfica,SI04,691.67,857.74,21,1,3,38,3,25.68,2,37,3,10,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15-Jul-2012 12:30,20-Jul-2012 13:15,31-Jul-2012 00:00,2012,1,157,0,0,1,0101,010103,4,,0.25,1,0,157,30-Aug-2012 00:00
"Avenida Lusiada, Lisbon",SOCIEDADE INTERBANCARIA,-9.18017,38.75002,0,0,Carnide,SI12,676.24,851.82,11,1,6,60,1,4.04,1,30,2,7,2,18,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-Jan-2011 17:30,10-Jan-2011 20:00,31-Jan-2011 00:00,2014,3,80,0,80,1,0101,010103,4,,1.5,1,0,0,
"Estrada Luz 90, Lisbon",SOCIEDADE INTERBANCARIA,-9.17287,38.75028,0,0,Carnide,SI17,808.49,1379.22,11,1,5,52,1,1.56,2,34,2,9,2,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,09-May-2013 06:00,09-May-2013 07:00,31-May-2013 00:00,2014,4,15000,0,0,1,0102,010203,4,,0.2,0,1,15000,01-Nov-2013 00:00
"Rua Professor Reinaldo Dos Santos Lote 1, Lisbon",BANCO SANTANDER TOTTA,-9.18873,38.74751,0,1000,Carnide,ST13,550.33,853.58,11,1,4,44,3,17.01,1,30,3,13,2,18,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-Apr-2012 18:00,25-May-2012 10:00,30-Jun-2012 12:00,2014,1,5550,0,5550,1,0101,010101,2,,4,1,0,0,
"Estrada De Benfica 310-336, Lisbon",BANCO SANTANDER TOTTA,-9.17723,38.74395,0,0,Campolide,ST15,924.80,1209.85,11,1,5,50,3,23.89,2,35,2,7,2,18,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03-Apr-2012 11:00,04-Apr-2012 12:00,30-Apr-2012 12:00,2014,5,15000,300,300,1,0101,010101,2,,16,1,1,15000,04-Apr-2012 12:00
"Avenida Marechal Craveiro Lopes, Lisbon",BANCO SANTANDER TOTTA,-9.14026,38.76319,0,0,Lumiar,ST18,640.77,932.50,7,0,5,50,1,0.16,2,35,2,5,2,9,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-Aug-2014 16:00,07-Aug-2014 16:00,30-Aug-2014 11:00,2014,3,4900,0,4900,1,0101,010101,4,,48,1,0,0,
"Acesso Da Avenida General Norton De Matos, Lisbon",BANCO SANTANDER TOTTA,-9.17209,38.75746,0,1000,Lumiar,ST21,14.26,852.82,5,1,5,56,2,8.06,2,33,3,10,2,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,06-Jul-2012 03:45,06-Jul-2012 03:55,30-Jul-2012 00:00,2014,4,15000,0,0,1,0102,010203,4,,0.2,0,1,15000,15-Oct-2012 00:00
"Avenida Do Brasil 101, Lisbon",BANCO SANTANDER TOTTA,-9.14138,38.75864,0,0,Alvalade,ST28,646.96,1101.62,7,1,6,58,1,0.00,2,37,1,4,2,9,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-May-2013 18:45,23-May-2013 17:00,31-May-2013 00:00,2014,3,50,0,50,1,0101,010103,4,,0.5,1,0,0,
"Avenida Professor Egas Moniz, Lisbon",BANCO SANTANDER TOTTA,-9.16161,38.75009,500,1000,Avenidas Novas,ST35,724.47,1292.06,7,1,5,50,1,0.00,3,45,2,6,2,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Aug-2015 13:00,23-Aug-2015 15:00,31-Aug-2015 00:00,2015,3,500,0,500,1,0101,010104,4,,0.05,1,0,0,
"Circular Norte, Lisbon",BANCO SANTANDER TOTTA,-9.11905,38.77632,0,1000,Olivais,ST40,776.71,1073.13,0,3,1,22,1,5.02,1,30,5,22,2,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,03-Jun-2012 04:00,03-Jun-2012 04:15,30-Jun-2012 00:00,2014,4,10000,0,0,1,0102,010202,4,,0.3,0,1,10000,15-Oct-2012 00:00
"Estrada De Benfica 310-336, Lisbon",BANCO SANTANDER TOTTA,-9.17723,38.74395,0,0,Campolide,ST47,924.80,1209.85,11,1,5,50,3,23.89,2,35,2,7,2,18,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-Dec-2015 01:15,25-Dec-2015 13:00,31-Dec-2015 00:00,2015,3,1000,0,1000,1,0101,010102,4,,0.3,1,0,0,
"Estrada Da Luz 169 A/b, Lisbon",BANCO SANTANDER TOTTA,-9.17621,38.75493,0,0,Carnide,ST48,452.66,979.39,11,1,5,54,4,28.44,2,32,2,7,2,18,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05-Nov-2012 00:00,05-Nov-2012 15:00,30-Nov-2012 00:00,2014,3,550,0,550,1,0101,010104,4,,0.05,1,0,0,
"Rua De Pedroucos, Lisbon",BANCO SANTANDER TOTTA,-9.22037,38.69637,0,0,Belrm,ST63,630.12,1287.59,2,2,4,46,3,19.83,3,46,4,15,2,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,19-Oct-2011 02:00,19-Oct-2011 02:10,30-Nov-2011 00:00,2014,4,16000,0,0,1,0102,010202,4,,0.08,1,1,16000,03-Feb-2012 00:00
"Rua Professor Joao Barreira 5 B, Lisbon",BARCLAYS BANK,-9.17085,38.76104,0,1000,Lumiar,BB01,405.83,550.80,5,1,5,52,2,10.62,2,34,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Vale Formoso De Cima 154 C, Lisbon",BARCLAYS BANK,-9.10434,38.74944,0,1000,Marvila,BB02,2668.50,732.93,1,2,2,26,3,16.55,4,51,5,20,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Doutor Francisco Luis Gomes, Lisbon",BARCLAYS BANK,-9.11006,38.77049,0,0,Olivais,BB03,1232.49,957.41,0,2,2,28,2,6.85,1,26,4,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Ilha Da Madeira 36 a, Lisbon",BARCLAYS BANK,-9.20806,38.70679,500,1000,Belrm,BB04,1262.26,851.96,2,2,3,34,3,20.95,4,52,4,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Escola Politecnica 111, Lisbon",BARCLAYS BANK,-9.1513,38.71756,500,1000,Campo de Ourique,BB05,1978.32,504.03,18,1,4,46,2,13.92,3,45,2,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Republica 2 B, Lisbon",BARCLAYS BANK,-9.14465,38.73452,500,1000,Avenidas Novas,BB06,2065.90,353.28,22,2,4,40,1,3.63,3,47,3,13,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida De Roma 6 E, Lisbon",BARCLAYS BANK,-9.13789,38.74231,0,1000,Avenidas Novas,BB08,2338.20,698.31,8,0,6,64,2,14.76,3,44,1,2,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Carlos Alberto Da Mota Pinto 3, Lisbon",BARCLAYS BANK,-9.16055,38.72383,0,1000,Santo Antdnio,BB09,1104.05,503.77,15,1,5,48,2,11.42,4,54,3,12,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
